folder,file,class
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_57.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_58.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_59.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_6.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_60.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_61.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_62.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_63.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_64.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_65.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_66.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_67.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_68.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_69.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_7.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_70.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_71.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_72.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_73.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_74.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_75.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_76.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_77.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_78.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_79.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_8.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_80.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_81.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_82.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_83.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_84.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_85.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_86.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_87.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_88.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_89.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_9.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_90.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_91.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_92.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_93.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_94.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_95.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_96.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_97.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_98.wav,1
mridanga,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\mridanga\uks_tani2_file_99.wav,1
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A3_025_forte_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A3_025_fortissimo_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A3_025_mezzo-forte_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A3_025_mezzo-piano_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A3_025_pianissimo_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A3_025_piano_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A3_05_forte_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A3_05_fortissimo_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A3_05_pianissimo_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A3_05_piano_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A3_15_forte_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A3_15_fortissimo_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A3_1_forte_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A3_1_fortissimo_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A3_1_pianissimo_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A3_1_piano_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A3_phrase_forte_arco-spiccato.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A3_phrase_forte_arco-staccato.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A3_phrase_fortissimo_arco-au-talon.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A3_phrase_fortissimo_arco-martele.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A3_phrase_mezzo-forte_arco-tenuto.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A3_phrase_mezzo-forte_arco-tremolo.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A3_phrase_mezzo-piano_arco-detache.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A3_phrase_mezzo-piano_arco-legato.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A3_phrase_mezzo-piano_arco-tremolo.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A4_025_forte_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A4_025_fortissimo_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A4_025_mezzo-forte_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A4_025_mezzo-piano_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A4_025_pianissimo_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A4_025_piano_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A4_05_forte_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A4_05_fortissimo_arco-au-talon.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A4_05_fortissimo_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A4_05_mezzo-forte_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A4_05_mezzo-piano_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A4_05_pianissimo_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A4_05_piano_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A4_15_fortissimo_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A4_1_fortissimo_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A4_1_mezzo-piano_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A4_phrase_forte_arco-martele.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A4_phrase_forte_arco-spiccato.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A4_phrase_forte_arco-staccato.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A4_phrase_fortissimo_arco-au-talon.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A4_phrase_fortissimo_arco-detache.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A4_phrase_fortissimo_arco-tremolo.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A4_phrase_mezzo-forte_arco-legato.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A4_phrase_mezzo-forte_arco-spiccato.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A4_phrase_mezzo-piano_arco-legato.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A4_phrase_pianissimo_arco-tremolo.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A4_very-long_crescendo_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A4_very-long_decrescendo_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A5_025_forte_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A5_025_fortissimo_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A5_025_mezzo-forte_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A5_025_mezzo-piano_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A5_025_pianissimo_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A5_05_forte_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A5_05_fortissimo_arco-au-talon.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A5_05_fortissimo_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A5_05_mezzo-forte_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A5_05_mezzo-piano_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A5_05_pianissimo_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A5_15_forte_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A5_15_fortissimo_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A5_15_pianissimo_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A5_1_forte_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A5_1_fortissimo_arco-martele.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A5_1_fortissimo_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A5_1_mezzo-forte_natural-harmonic.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A5_1_mezzo-piano_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A5_1_pianissimo_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A5_phrase_forte_arco-martele.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A5_phrase_forte_arco-spiccato.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A5_phrase_forte_arco-staccato.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A5_phrase_forte_harmonic-glissando.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A5_phrase_fortissimo_arco-tremolo.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A5_phrase_mezzo-forte_arco-legato.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A5_phrase_mezzo-forte_arco-spiccato.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A5_phrase_mezzo-piano_arco-major-trill.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A5_phrase_piano_arco-punta-d'arco.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A6_025_forte_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A6_025_fortissimo_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A6_025_mezzo-forte_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A6_025_mezzo-forte_pizz-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A6_025_mezzo-piano_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A6_025_pianissimo_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A6_025_piano_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A6_05_forte_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A6_05_fortissimo_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A6_05_mezzo-forte_arco-col-legno-tratto.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A6_05_mezzo-forte_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A6_05_pianissimo_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A6_05_piano_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A6_15_forte_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A6_15_pianissimo_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A6_1_forte_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A6_1_fortissimo_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A6_1_mezzo-forte_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A6_1_mezzo-forte_artificial-harmonic.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A6_1_mezzo-forte_con-sord.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A6_1_mezzo-forte_molto-vibrato.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A6_1_mezzo-forte_natural-harmonic.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A6_1_mezzo-piano_non-vibrato.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A6_1_pianissimo_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A6_1_piano_arco-col-legno-tratto.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A6_1_piano_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A6_1_piano_arco-sul-ponticello.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A6_1_piano_arco-sul-tasto.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A6_1_piano_con-sord.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A6_1_piano_natural-harmonic.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A6_long_forte_molto-vibrato.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A6_phrase_mezzo-forte_arco-glissando.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A6_phrase_mezzo-piano_arco-major-trill.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A7_1_mezzo-forte_artificial-harmonic.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_A7_1_mezzo-forte_natural-harmonic.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_As3_025_forte_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_As3_025_forte_snap-pizz.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_As3_025_fortissimo_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_As3_025_mezzo-forte_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_As3_025_mezzo-forte_pizz-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_As3_025_mezzo-piano_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_As3_025_mezzo-piano_pizz-glissando.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_As3_025_pianissimo_arco-col-legno-battuto.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_As3_025_pianissimo_arco-col-legno-tratto.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_As3_025_pianissimo_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_As3_025_piano_arco-col-legno-battuto.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_As3_025_piano_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_As3_05_forte_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_As3_05_fortissimo_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_As3_05_mezzo-forte_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_As3_05_mezzo-piano_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_As3_05_pianissimo_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_As3_05_piano_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_As3_15_fortissimo_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_As3_1_forte_con-sord.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_As3_1_fortissimo_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_As3_1_mezzo-forte_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_As3_1_mezzo-forte_arco-sul-ponticello.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_As3_1_mezzo-forte_molto-vibrato.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_As3_1_mezzo-piano_con-sord.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_As3_1_mezzo-piano_non-vibrato.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_As3_1_pianissimo_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_As3_1_piano_arco-normal.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_As3_1_piano_arco-sul-ponticello.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_As3_1_piano_arco-sul-tasto.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_As3_phrase_forte_arco-spiccato.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_As3_phrase_forte_arco-staccato.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_As3_phrase_fortissimo_arco-au-talon.wav,2
violin,C:\Users\rames\OneDrive\Desktop\namma\MusicLiveAudioMixing\sounds\violin\violin_As3_phrase_fortissimo_arco-martele.wav,2
